x,y,z
-2.1270,-1.6932,3.3299
-0.6061,-0.5211,2.7742
-1.4858,-0.0849,0.7930
-2.3393,-1.0551,-1.2978
-0.5546,0.8527,2.0724
2.0232,-1.2220,0.7315
0.5078,1.2012,1.0091
-0.7679,-1.6200,6.6615
0.9717,-0.5313,2.2057
2.2520,1.8981,-8.9097
2.5743,-0.5011,-3.5011
0.4630,-0.4605,2.8833
-0.1469,-1.6418,7.4040
-2.3398,-1.9415,4.8440
-0.2912,0.4204,2.8409
1.3018,1.7063,-3.6627
-0.7102,1.8706,-4.0500
0.2810,-0.9570,3.7975
2.7911,-0.6512,-4.5142
-1.6312,-1.7870,6.0460
-1.7552,1.2959,-2.2572
-1.2754,0.6078,1.1487
-1.2914,1.7172,-3.7316
0.4840,-1.4693,5.9378
-2.0775,-1.9748,6.3858
-2.1597,0.5097,-1.7969
-2.9786,1.5352,-9.4905
2.5266,1.8975,-10.2159
-2.4748,1.6025,-7.2398
0.2447,-1.4179,5.7905
1.9337,0.9036,-1.4771
-2.8097,-1.5749,-0.9878
1.5034,0.7235,0.3609
-1.3803,-0.9244,1.8846
0.2445,-1.5655,6.7766
0.2513,0.6722,2.6331
0.3583,-1.4827,6.1313
-2.4670,-1.7083,1.8990
1.8340,-1.2604,1.6388
2.6942,0.4299,-4.3384
-1.4564,1.3550,-1.6090
-2.4934,-0.5250,-3.0724
1.6451,1.1431,-1.2001
-0.5955,1.4219,-0.2293
0.2979,-1.3307,5.2674
1.4341,1.4027,-1.8164
2.4640,-1.1834,-1.4144
-1.3780,0.7107,0.7421
2.2412,1.6905,-6.8547
-0.7720,1.5782,-1.5271
0.7088,1.5970,-1.5755
1.8780,-0.2093,-0.5178
-2.0393,1.9226,-8.2654
-0.7855,1.8018,-3.4663
2.2126,0.6065,-2.1189
-1.1719,0.8697,0.9689
-0.5218,0.8944,2.0122
-1.6803,-0.0034,0.1767
-2.1231,-0.4064,-1.4405
1.4477,-1.3702,3.4767
-1.0908,-1.2961,3.9872
-1.3806,1.8654,-5.3971
1.6228,0.1650,0.3621
0.6780,-0.8970,3.2620
-0.0258,-1.9954,10.9437
-2.5149,0.5963,-3.5369
-1.2866,0.7608,0.9044
-2.4274,1.8120,-8.8418
2.2158,1.6949,-6.7786
2.9751,0.3575,-5.8970
-1.2110,1.5901,-2.4873
-2.2796,-0.7648,-1.7491
-0.2545,-1.4751,6.1446
2.3476,-1.9388,4.7768
1.2463,1.0401,0.3217
-0.0252,-1.6720,7.6735
-0.5452,-0.2413,2.7168
-2.7562,1.6644,-9.2070
2.5839,-0.5236,-3.5329
1.3767,-0.2897,1.1289
-0.6191,-1.8658,9.1119
2.9315,-1.8954,1.2151
1.2673,0.8124,0.8579
2.2480,0.3558,-2.0985
-1.1936,-1.7075,6.5535
-1.3667,0.8359,0.5481
-1.2510,-1.9918,9.3368
-0.3434,0.7468,2.4656
0.1977,-0.1559,2.9647
1.9438,0.1351,-0.7809
2.1611,-1.5028,1.7239
0.7703,1.2799,0.3101
0.1530,1.0422,1.8446
0.3600,0.1380,2.8678
2.6075,-1.5779,0.1298
-1.0812,-0.3577,1.8768
-0.3141,-1.8867,9.6177
-0.9981,-1.3169,4.2875
-1.2620,-1.8459,7.6969
-2.4304,1.0277,-3.9926
2.7269,1.0808,-5.6986
-2.6690,-0.7873,-3.6358
2.6718,1.9773,-11.8699
-1.2208,1.0681,0.2913
-1.2062,0.1671,1.5404
0.4714,1.4149,-0.0549
-2.9271,1.9049,-12.4796
1.9552,1.7051,-5.7802
-0.6490,-0.2626,2.5970
-1.8958,-1.6453,3.8598
-2.8243,1.7647,-10.4721
1.4706,-1.2958,3.0131
-1.4435,-0.2944,0.9419
-2.7466,-0.2999,-4.5170
2.7758,0.3189,-4.7373
1.6197,-1.3401,2.7830
2.5696,1.7078,-8.5840
-1.1703,1.9466,-5.7460
-2.7983,0.6693,-5.1306
-2.0493,1.8377,-7.4057
2.5767,1.1391,-5.1174
2.3165,-0.3373,-2.3277
0.8698,-0.2392,2.2571
2.4421,0.8512,-3.5804
-1.6876,0.1826,0.1459
2.6799,-1.8923,2.5942
-2.9591,0.0115,-5.7563
2.8736,-1.3896,-2.5746
-1.3759,-0.1593,1.1110
-0.0125,-0.8757,3.6713
0.9802,1.7217,-3.0642
-1.7422,-0.7789,0.4373
0.4775,0.7309,2.3815
1.4571,1.0086,-0.1490
2.7322,-0.6262,-4.2196
1.1606,-1.8411,7.8942
-2.0810,1.7284,-6.4936
-2.4478,0.2549,-3.0081
-2.4242,-0.2387,-2.8633
-1.4765,1.0408,-0.3076
-1.3141,0.1338,1.2706
-2.8883,0.7137,-5.7059
0.4145,-0.3565,2.8735
-1.4934,1.0495,-0.3865
-1.1044,-0.3848,1.8372
1.5025,-1.7011,5.6651
-2.8394,0.3374,-5.1007
-1.8866,-1.1611,1.0063
1.3529,1.1665,-0.4177
2.8611,1.6567,-9.7325
-0.2792,-1.1912,4.6123
0.4577,0.3504,2.7475
0.8654,1.2983,0.0628
-0.3086,1.2619,0.8952
-0.6107,1.4524,-0.4365
-1.9308,-0.4560,-0.6332
-0.6438,0.8394,1.9941
-1.5055,0.9813,-0.2117
-1.0011,-0.1669,2.0024
-0.3546,1.7828,-2.7923
0.0047,0.8355,2.4168
1.2526,1.0434,0.2950
2.1010,0.8292,-1.9844
-2.1832,1.0470,-2.9138
1.6957,0.3338,0.0874
-1.6709,0.5313,0.0580
2.4736,-1.7909,2.6249
0.9839,0.7061,1.6800
1.0148,-1.3628,4.5013
0.4745,-1.6013,6.8811
-1.8329,-1.5541,3.3941
-1.2677,1.4112,-1.4173
-0.1135,0.7282,2.6010
1.6977,1.6839,-4.6568
-0.0533,1.8742,-3.5864
0.2320,1.7530,-2.4407
-0.8699,-1.8406,8.4787
0.3421,-0.9274,3.6807
-2.1434,-0.6824,-1.2763
2.3845,0.3167,-2.7176
-1.1446,-0.7709,2.1480
-1.5936,0.7226,0.0830
-1.8460,-1.6878,4.3999
-2.7207,1.3389,-6.8025
-1.9476,0.4871,-0.9087
-1.6415,-0.8594,0.9400
-0.0413,-0.0732,2.9987
-1.3585,0.6770,0.8442
-1.2806,1.7813,-4.2918
0.9747,1.8458,-4.2381
2.8790,-0.0317,-5.2885
2.5318,1.5228,-6.9413
-2.1600,-1.9575,5.8351
-0.4419,-1.1475,4.3159
-0.9943,0.5872,1.8090
-0.3223,0.7979,2.3881
1.3936,0.6299,0.8081
-1.2979,0.9588,0.4340
-2.9803,1.9368,-13.1472
-1.0368,1.2172,0.1215
0.2048,-1.8193,8.9796
1.1606,-1.9130,8.6537
0.1578,-1.5518,6.7117
-0.4790,1.9884,-5.0910
2.6035,1.7317,-8.9715
1.3817,1.2649,-0.9330
1.8322,0.9170,-1.1280
-1.1859,1.3073,-0.6407
-0.5251,0.3286,2.6888
2.9444,-0.7881,-5.1801
0.7131,1.9665,-5.1135
-0.5863,-0.8542,3.2795
-0.2173,-1.9112,9.9333
-0.4034,-0.4339,2.9190
-1.9274,0.2658,-0.7335
1.2726,0.0169,1.3805
2.2632,0.7488,-2.5418
-2.8890,0.1036,-5.3472
-0.2962,1.0720,1.6803
2.6501,0.4240,-4.0991
2.7385,1.0993,-5.8278
-0.0671,0.3898,2.9363
2.1327,0.5815,-1.7450
-0.4552,-0.1796,2.7986
-1.4385,-0.2766,0.9519
-0.1413,1.4124,0.1624
1.6798,0.2903,0.1537
0.3568,-1.4923,6.1959
-1.6947,-1.7460,5.4510
-1.2200,-0.9474,2.3618
-2.2746,-1.0810,-0.9108
-0.0558,0.3702,2.9462
-2.3880,1.6518,-7.2098
-2.9866,-0.9984,-4.9246
-2.9655,1.9494,-13.2022
-2.5944,-1.8150,2.2484
1.2968,0.8242,0.7583
0.7170,0.6876,2.1609
-2.6277,-1.0990,-2.5776
-0.3850,0.0451,2.8517
-2.2705,-1.7602,3.2985
1.0834,1.7695,-3.7145
-2.2397,1.4562,-5.1040
0.2371,1.2594,0.9463
1.1013,1.9041,-5.1163
-0.6716,-0.3002,2.5760
2.3592,1.1137,-3.9469
2.1100,-1.8562,4.9435
-2.6033,-1.8835,2.9045
-0.6820,1.4546,-0.5431
-2.4150,-1.0548,-1.6590
2.4741,0.5587,-3.2956
1.2025,0.0676,1.5536
0.8309,-0.7718,2.7694
1.6833,0.9574,-0.7112
1.9817,-1.5066,2.4927
1.2487,-0.5928,1.6491
-0.6182,1.7873,-3.0920
0.5416,-0.7964,3.2118
-2.2102,1.7626,-7.3607
0.3108,-1.1182,4.3014
0.8538,1.2316,0.4030
0.2434,-0.1721,2.9459
0.5920,-0.3677,2.6993
-2.0622,-1.0574,-0.0704
-2.4408,1.5917,-6.9897
1.3986,-1.9720,8.7120
-1.9839,1.2993,-3.1292
-0.7451,0.1448,2.4418
-1.8823,0.5411,-0.7014
-2.5981,-1.6790,0.9826
-2.4334,1.2160,-4.7191
0.9808,0.2875,2.0143
0.3127,0.4120,2.8323
-0.1116,-0.5212,3.1291
1.6834,1.9729,-7.5134
-0.1958,0.1208,2.9599
0.8369,1.3834,-0.3477
0.4391,0.3152,2.7759
2.3960,1.1223,-4.1543
2.4298,1.8562,-9.2997
-1.9592,-1.8103,5.0938
-0.2361,0.2123,2.9347
-2.6280,0.6567,-4.1894
2.5096,-0.9769,-2.3659
-2.0380,1.6712,-5.8212
1.7376,-1.0457,1.1243
2.8796,-1.3240,-2.9713
-2.8185,-1.5966,-0.8740
2.9914,-1.2288,-4.0930
1.6659,-1.9695,7.8646
-0.2643,-1.3497,5.3891
-0.8909,-1.5319,5.8014
-2.0101,-1.0233,0.0312
-1.9544,0.8686,-1.4749
1.7662,-0.3008,-0.0924
-0.6942,-1.2764,4.5978
-0.4750,-1.5845,6.7528
0.7185,0.9279,1.6849
0.1857,0.9319,2.1562
-1.8855,-0.6826,-0.2372
0.0242,-0.7119,3.3601
1.1125,-1.4115,4.5748
0.1190,-0.6341,3.2408
-1.1146,0.1163,1.7560
0.1908,-1.5939,7.0130
2.6846,1.4502,-7.2571
-1.9396,-0.1635,-0.7576
-0.2426,-0.7198,3.3141
0.7982,-1.0946,3.6742
-0.6082,-1.6746,7.3257
1.6103,-0.4896,0.5243
-0.9293,1.2773,0.0526
-0.9247,-1.9998,10.1426
-0.9435,-0.4998,2.2348
2.9175,-1.6639,-0.9052
-0.5753,0.4907,2.5509
2.4241,-0.3301,-2.8401
-2.8558,-0.9546,-4.2858
-1.6634,-0.3067,0.2620
1.7649,1.9623,-7.6708
2.9395,1.9629,-13.2039
-2.2491,0.2963,-2.0847
0.6432,1.7493,-2.7670
0.1796,1.5662,-0.8742
-1.1638,-1.1262,3.0739
0.4575,1.9913,-5.1049
0.2632,-1.0550,4.1051
2.3808,-1.6832,2.1002
-1.5750,0.9791,-0.4192
2.2246,-1.1788,-0.3109
-1.3819,0.9018,0.3570
1.2535,-0.8338,2.0084
1.4225,1.8838,-5.7084
2.8292,0.4123,-5.0746
2.9427,1.8409,-11.8981
-0.6508,1.3295,0.2266
1.3634,0.9260,0.3470
0.7769,-0.0483,2.3965
-1.3529,-0.1056,1.1708
-0.0949,-1.7204,8.0831
-2.1553,0.1961,-1.6530
1.6112,0.1652,0.3996
0.5656,-1.5528,6.4239
2.2274,1.5061,-5.3773
-0.1597,1.2245,1.1386
-0.2165,1.5793,-0.9860
-2.7729,-0.0874,-4.6884
-1.6098,-0.7205,0.7825
2.4809,0.2870,-3.1785
-0.8152,1.2510,0.3775
-0.1375,-0.7077,3.3356
-2.5552,-0.2393,-3.5152
-2.6692,-1.7813,1.5277
-0.5742,0.6663,2.3744
-0.8190,-0.0166,2.3292
-0.4450,1.3610,0.2810
-1.6660,0.5461,0.0617
2.8891,1.1571,-6.8957
2.7862,1.2316,-6.6308
0.7934,-0.0013,2.3705
0.6516,0.2082,2.5664
0.5977,-0.5475,2.8070
-0.1609,-0.9502,3.8320
2.8898,0.5676,-5.5337
-0.2115,1.0279,1.8691
-2.5979,0.8813,-4.4339
1.5643,0.3716,0.5016
2.9197,-0.0097,-5.5244
1.0585,-0.8968,2.6008
-2.4681,-0.9737,-2.1681
-1.9908,1.3063,-3.1923
-1.6800,1.9811,-7.5975
1.3403,-0.4380,1.2876
-0.6434,0.0998,2.5850
-1.4991,-0.6282,1.0005
1.4310,-1.9611,8.4950
-1.7613,0.3730,-0.1542
0.8253,-1.3294,4.6685
2.4596,0.3968,-3.1119
-0.5900,1.5796,-1.2896
-0.3678,0.6388,2.6040
1.6794,-1.9488,7.5806
1.1457,1.7772,-3.9255
-1.6781,0.7301,-0.2054
-0.5970,-0.7829,3.1235
2.2688,-1.5408,1.5102
1.3938,0.0891,1.0566
-2.5388,0.7425,-3.8551
0.7370,-1.4596,5.5663
1.5982,-1.4198,3.3078
2.3597,0.6134,-2.7989
0.5189,-1.2159,4.5283
1.7388,1.9285,-7.1958
1.5047,-0.1630,0.7402
0.9708,-1.9445,9.4092
-0.9990,-1.5029,5.3966
0.1923,-1.1641,4.5404
-2.2356,1.8076,-7.9042
-2.8390,-0.5382,-4.9042
-0.5978,1.1102,1.2744
-2.3992,0.3792,-2.8109
-0.1988,-0.1500,2.9639
1.3959,0.2667,1.0325
-0.4007,0.8140,2.3000
-2.4089,0.5695,-2.9873
2.0601,-1.5728,2.6467
2.3498,1.3948,-5.2349
-0.9760,0.7379,1.6456
-1.0362,-1.4683,5.0918
1.6518,-1.8484,6.5863
-1.5587,1.2026,-1.1689
-2.7742,-0.4021,-4.6311
1.7054,-0.8422,0.6889
-1.2558,1.6576,-3.1313
0.2404,-0.5728,3.1302
2.7277,1.7428,-9.7333
2.6210,1.5542,-7.6242
-0.8913,1.3590,-0.3045
1.9856,0.0114,-0.9425
2.0355,1.6609,-5.7252
-1.3970,-1.1299,2.4910
1.0902,1.6109,-2.3686
-1.0315,-0.8577,2.5670
0.7533,-1.4461,5.4566
1.5439,-1.6546,5.1463
2.3666,-1.9736,5.0869
-2.3277,-1.7912,3.3290
1.9599,1.6121,-5.0309
2.8255,0.6312,-5.2347
2.7394,-1.8448,1.7736
-0.5155,0.6229,2.4926
-0.7458,1.1771,0.8129
-2.4852,0.5341,-3.3284
-0.9620,-1.6063,6.2193
-0.1951,-0.7000,3.3050
-2.4618,0.4814,-3.1722
-2.5126,-0.6141,-3.0817
0.1260,0.8353,2.4012
-0.6283,1.4307,-0.3232
0.5036,-1.4188,5.6024
1.8182,1.1991,-2.0301
0.6124,-0.9061,3.3690
-1.2274,1.4872,-1.7957
2.7359,0.2428,-4.4996
-2.8995,-0.5919,-5.1995
1.2998,0.8667,0.6595
1.6913,1.4672,-3.0188
-0.6320,1.5407,-1.0565
1.3599,1.2888,-0.9901
-2.8905,0.8965,-6.0755
2.4246,-1.4492,0.1644
-0.2696,-0.8188,3.4762
2.1458,0.4840,-1.7180
2.7003,-1.2544,-2.3178
-0.0484,0.6450,2.7293
-1.2297,-1.0520,2.6519
-1.5558,-0.5915,0.7866
2.1230,0.8285,-2.0756
2.7204,0.9266,-5.1961
2.1803,0.8007,-2.2670
-2.1522,1.5893,-5.6460
2.0382,1.1855,-2.8206
2.9189,0.8175,-6.0664
0.2118,-1.1755,4.5793
-0.7448,-0.1599,2.4493
-1.8209,1.3909,-3.0066
2.0444,-0.3534,-1.1353
2.4888,-0.0453,-3.1940
-2.4349,-0.0736,-2.9283
0.9054,-0.2969,2.2065
-0.2868,1.8358,-3.2688
-2.1378,1.8778,-8.1920
1.2552,-1.1053,2.7747
-0.3868,1.1267,1.4200
1.6592,-1.2914,2.4006
1.9487,0.9350,-1.6149
-2.5626,-1.5615,0.2404
1.3723,0.9642,0.2204
-2.8889,0.2079,-5.3546
2.8383,-1.0265,-3.9744
-1.7863,1.8409,-6.4291
0.3263,-0.3848,2.9505
0.4908,0.3713,2.7079
2.7526,-1.2902,-2.4290
-2.6463,0.4162,-4.0748
1.9133,-0.4885,-0.5441
-2.0304,-0.2064,-1.1138
2.0313,1.8210,-7.1645
-1.0008,1.7951,-3.7857
-0.1782,0.8440,2.3671
-0.7925,-0.7097,2.7293
-1.4684,-0.6901,1.1723
2.4238,1.8185,-8.8882
-0.7645,-1.5843,6.3918
-0.6274,1.4649,-0.5375
-1.7538,0.0035,-0.0760
-1.1234,0.9408,0.9053
1.5134,1.9429,-6.6243
-0.8762,-0.1076,2.2336
-1.4928,1.0898,-0.5228
0.7942,-1.6047,6.5011
0.2629,1.8086,-2.9848
-2.4209,-1.6307,1.4753
-1.6950,0.8526,-0.4926
1.4251,0.1235,0.9671
-1.3988,1.8407,-5.1933
-1.5181,-1.0254,1.7736
-2.2560,0.5462,-2.2524
-1.4718,-0.9117,1.5917
-0.6949,-1.2063,4.2724
2.5397,0.5167,-3.5879
-2.9119,-1.5569,-1.7053
0.3263,-1.9753,10.6004
2.1115,-0.5586,-1.2841
-0.3392,0.9434,2.0452
-2.6748,-1.7378,1.0936
1.0499,1.9228,-5.2113
-1.6894,0.2738,0.1255
0.3853,-1.3354,5.2330
-1.1009,0.5327,1.6370
1.2538,1.5499,-2.2949
1.5466,0.4498,0.5170
-1.4498,-0.2088,0.9071
1.7983,1.2481,-2.1782
-2.7261,0.1788,-4.4374
-0.1005,-0.0100,2.9899
2.5514,1.5087,-6.9437
-1.1000,0.3709,1.7390
0.1202,-0.5837,3.1844
-1.3509,-1.1009,2.5093
2.7351,-0.2513,-4.4650
-1.3370,1.6456,-3.2437
2.4851,-0.7412,-2.7686
2.5247,1.3684,-5.9367
-1.5748,1.1048,-0.8286
2.1324,1.1425,-3.0384
1.6378,-0.6836,0.6371
-1.3487,1.0351,0.0719
1.2745,-1.3322,3.7402
-2.1396,-1.5562,2.1909
2.0769,-1.5128,2.1489
2.1343,1.9801,-9.3186
0.6630,-0.4642,2.6605
2.6492,1.4853,-7.2952
1.9538,1.1835,-2.4752
0.8981,0.6568,1.9100
1.2281,-0.1652,1.4964
-0.2470,-0.9858,3.8969
-0.2020,-1.9826,10.7527
0.9061,-0.9944,3.1624
-2.6667,-1.4772,-0.8876
0.1401,1.0711,1.7515
1.0200,0.9761,1.0297
2.7213,-1.3541,-1.9227
-0.5188,-0.1836,2.7370
-1.5777,-1.4136,3.3359
-0.0423,1.7821,-2.6617
-1.6549,1.5203,-3.2526
-1.5451,-1.6396,5.0203
-2.0239,-1.3405,1.3124
0.9111,-0.3051,2.1984
-0.7767,0.2182,2.3863
-2.4485,0.2019,-3.0034
-0.2589,-1.3676,5.4909
1.9255,0.4241,-0.7839
-1.4838,-1.4872,4.0875
-2.0081,-1.6966,3.8512
1.3296,0.8881,0.5316
-0.0530,0.5818,2.8003
0.0407,0.1836,2.9922
-1.2898,-1.0469,2.4838
2.4563,1.8132,-8.9943
0.5949,0.1203,2.6443
-1.6413,0.5200,0.1654
0.7569,0.8406,1.8331
0.1602,0.3567,2.9290
0.1929,1.7026,-1.9731
-1.0514,-0.4327,1.9755
0.7106,0.1105,2.4937
-2.1366,1.8383,-7.7775
2.0454,0.7438,-1.5950
-1.0776,-0.4721,1.9439
-0.1572,-0.7373,3.3761
-0.6436,0.7318,2.1939
-2.0775,-1.5150,2.1613
2.6020,1.9993,-11.7621
0.1240,-0.5915,3.1916
0.9002,0.1934,2.1824
0.8910,-0.6362,2.4635
-0.3563,0.2576,2.8560
-2.4893,-1.9743,4.4985
-0.1100,1.8764,-3.6182
1.3659,-1.5128,4.5963
-1.4135,-1.7083,5.9871
0.5345,-1.2009,4.4461
-0.6245,0.9425,1.7729
1.0854,-1.9829,9.6189
0.4869,1.3063,0.5336
1.7652,-0.8904,0.5899
-0.3055,0.9669,2.0026
1.5310,-1.5098,4.0975
-0.6789,-0.9830,3.4891
-2.2246,0.4694,-2.0521
-0.4729,0.9544,1.9070
1.8819,1.4433,-3.5482
2.7401,-1.7623,0.9653
-2.0537,0.0768,-1.2181
2.5581,0.8962,-4.2637
2.5904,-0.3439,-3.6693
-0.2654,1.3097,0.6828
2.4615,1.0572,-4.2406
-0.6675,0.6338,2.2998
-1.9192,0.7549,-1.1137
-2.1410,0.1672,-1.5886
-1.3126,-1.1950,2.9835
-0.4445,-1.6268,7.1074
0.9094,1.8548,-4.2081
-1.6694,-0.6261,0.4585
-2.8811,1.9036,-12.1985
-0.4698,0.4106,2.7101
0.5669,1.0799,1.4194
-2.1157,-0.2903,-1.4519
2.0321,1.5720,-5.0144
-2.2471,-1.5216,1.4740
-0.8190,-0.9138,3.0924
-2.3337,1.4194,-5.3060
-0.3252,1.6163,-1.3284
-0.1760,1.3454,0.5337
1.3203,-0.7352,1.6541
2.2346,-1.4679,1.1696
0.9753,0.0008,2.0488
2.8272,-0.5341,-4.8405
0.6907,-1.1376,3.9953
-0.3638,0.6164,2.6335
-0.8822,-0.5754,2.4122
2.0888,1.2561,-3.3451
-2.8053,0.9491,-5.7246
1.5560,-1.5422,4.2468
-0.2289,1.9709,-4.7079
-1.5323,1.8300,-5.4766
2.7088,1.4729,-7.5330
0.8888,-1.4640,5.3475
0.9693,-0.4918,2.1793
-0.5172,0.9837,1.7805
-2.6042,-0.9703,-2.8685
0.9183,1.5060,-1.2589
-0.1182,0.5151,2.8494
-0.5811,0.5080,2.5313
-0.4399,1.6258,-1.4905
1.9793,1.9295,-8.1007
1.4092,1.6361,-3.3653
-2.0468,-0.4477,-1.0999
1.1182,-1.3570,4.2486
2.2750,0.0254,-2.1755
1.3637,-0.7330,1.5343
0.8903,-1.7546,7.6088
-0.5972,-1.0115,3.6784
1.7682,0.2273,-0.1384
1.1564,-0.1266,1.6648
0.5534,1.7979,-3.1182
-2.6497,-0.4904,-3.9030
2.6934,1.5953,-8.3147
-2.9947,1.4056,-8.7452
-1.0480,0.7009,1.5574
-0.4795,-0.8618,3.4101
-0.1481,-1.7942,8.7541
0.0779,0.5452,2.8318
-0.2480,1.7174,-2.1268
