x,y,z
3.9967,0.2067,-0.8733
3.8018,3.0455,0.5346
3.3301,1.1928,-0.9821
2.3876,0.8614,-0.1072
0.6759,3.5047,-0.8619
2.3058,2.1121,-0.9570
0.0752,0.8449,0.7956
0.2544,2.7513,0.1355
3.8503,2.8949,0.4458
1.4398,2.7242,-0.8533
1.3003,2.6376,-0.7148
3.6873,3.4123,0.7287
2.7137,0.8548,-0.4140
3.5170,3.9457,0.9244
0.5999,0.1309,0.6675
2.7293,3.0104,-0.5171
3.1278,1.4144,-0.9855
2.4273,1.1414,-0.4142
1.4829,3.2009,-0.9996
3.5859,2.6309,-0.0664
2.3944,3.3590,-0.5054
1.4402,0.4167,0.9594
0.3558,2.1175,0.6196
2.1029,0.4051,0.5920
2.8083,0.9771,-0.6002
1.5683,1.1932,0.3710
1.6430,0.6138,0.7737
1.8751,1.3141,-0.0477
1.3274,2.7010,-0.7751
3.5591,3.4328,0.6509
0.1214,3.9047,-0.7736
1.2393,2.0270,-0.1244
3.9349,3.3481,0.8414
1.6567,3.5384,-0.8857
3.2639,1.8254,-0.9298
1.1282,0.6260,0.9832
3.9812,3.1948,0.7789
1.5808,0.3915,0.9205
1.7481,1.7810,-0.3779
0.0522,3.0316,0.0577
2.9442,3.6212,0.2785
2.2952,3.4674,-0.4974
0.4549,0.2008,0.6097
0.2755,1.4949,0.9801
2.0725,0.6154,0.4383
1.7630,1.7656,-0.3775
1.4339,2.4706,-0.6910
2.9937,3.4158,0.1259
3.9198,3.2947,0.8024
1.1576,0.0010,0.9162
0.9583,1.2900,0.7792
3.7335,0.8446,-0.9910
2.8896,3.3083,-0.0852
2.6615,3.9684,0.3398
2.8817,0.3665,-0.1064
1.0578,0.6726,0.9873
0.1249,2.0856,0.8023
0.9578,2.1940,-0.0102
1.3535,0.6581,0.9044
3.2176,3.9125,0.7493
1.8888,1.7268,-0.4564
0.7228,0.0682,0.7111
2.3515,2.8191,-0.8969
2.4981,1.3620,-0.6583
0.1992,3.7041,-0.6902
0.3675,0.3205,0.6350
2.1903,3.2847,-0.7230
3.4042,0.4220,-0.6324
1.6831,2.5047,-0.8655
2.8773,0.6473,-0.3737
1.2545,1.4483,0.4248
1.1277,2.6507,-0.5946
3.6029,2.7132,0.0329
3.8138,0.4562,-0.9037
2.9838,0.2229,-0.0651
3.4849,0.1184,-0.4454
0.7328,2.7259,-0.3118
1.3248,2.1529,-0.3298
3.5409,1.9656,-0.7009
2.0098,0.4905,0.5982
1.9181,0.2231,0.8417
2.3504,0.6661,0.1248
0.5982,1.5644,0.8300
2.4117,0.5890,0.1405
3.1998,0.6677,-0.6638
3.7433,1.6634,-0.7685
1.0472,2.6272,-0.5080
0.3672,3.4046,-0.5894
3.6104,3.8703,0.9312
0.6482,1.9794,0.4917
3.9690,3.9501,0.9979
3.0988,1.9012,-0.9589
0.7789,2.1348,0.2259
2.6348,3.2616,-0.3772
3.7876,1.9378,-0.5293
2.2430,2.5947,-0.9922
0.6135,3.0266,-0.4781
3.4296,3.8068,0.8153
0.7411,3.5547,-0.9145
2.9388,0.8693,-0.6183
0.4193,2.8622,-0.1394
0.5543,3.9697,-0.9823
1.9474,1.5074,-0.3081
1.1349,0.2574,0.9841
3.0918,2.0291,-0.9177
0.6826,0.3949,0.8808
1.4223,0.8913,0.7366
0.4005,1.7738,0.8234
2.9692,0.8618,-0.6361
0.5032,2.6631,-0.0247
2.7276,0.7529,-0.3325
2.5444,3.2313,-0.4859
0.2121,1.4075,0.9988
3.0658,0.5112,-0.4217
3.3079,3.1485,0.1724
3.0852,1.1959,-0.9084
0.7171,0.0948,0.7256
1.2531,3.9472,-0.8833
1.0768,3.1873,-0.9012
1.3349,3.5212,-0.9897
1.0926,2.4014,-0.3451
3.6690,3.8722,0.9515
2.5438,2.8355,-0.7857
0.8133,2.3387,-0.0105
3.6191,3.8616,0.9311
2.3592,0.3890,0.3833
1.4954,2.9563,-0.9662
2.1420,1.6242,-0.5848
3.6295,2.9895,0.3296
2.9524,3.2261,-0.1045
2.5648,3.4396,-0.2752
3.5647,2.0989,-0.5807
2.2694,1.4134,-0.5152
1.9736,2.3032,-0.9066
1.0220,2.3702,-0.2479
1.7913,0.7411,0.5722
2.1271,0.3804,0.5924
3.9874,3.2027,0.7876
3.0819,0.6454,-0.5528
0.2833,1.8660,0.8373
3.2652,0.7474,-0.7649
1.2863,0.5562,0.9633
1.6947,3.5054,-0.8834
1.4746,0.8461,0.7317
3.6117,1.6709,-0.8418
1.1859,2.3137,-0.3504
3.5384,2.9746,0.2278
0.9771,0.2091,0.9270
0.9012,0.3468,0.9483
3.2593,2.4390,-0.5522
1.1611,3.0031,-0.8535
3.5099,1.2875,-0.9964
3.1706,1.2001,-0.9422
0.1449,2.6968,0.2954
1.4608,0.5990,0.8828
0.7999,3.5043,-0.9178
2.2847,3.5811,-0.4053
3.7915,3.6095,0.8992
3.6711,1.9966,-0.5773
2.8338,1.1061,-0.7162
3.3427,3.3479,0.3963
1.1164,0.4468,1.0000
2.8287,3.8764,0.4095
0.1251,0.7795,0.7862
1.0362,0.7748,0.9713
2.3742,1.6948,-0.8001
0.8832,3.1042,-0.7486
3.7195,2.3453,-0.2166
2.0192,2.1706,-0.8666
1.8290,3.2684,-0.9268
3.1289,1.3256,-0.9669
0.9377,3.6789,-0.9954
1.7068,3.8523,-0.6624
2.7108,1.6185,-0.9275
3.9995,0.6235,-0.9960
1.0744,2.6579,-0.5570
1.4921,3.1969,-0.9997
1.0809,1.1670,0.7794
1.8942,1.1988,0.0486
0.1258,3.1667,-0.1503
2.7477,2.8524,-0.6311
2.8271,0.9561,-0.5985
2.3044,0.8749,-0.0377
3.7448,0.5744,-0.9237
3.9296,3.1273,0.6988
1.7861,1.3147,0.0407
0.4960,0.0206,0.4939
2.5692,3.8606,0.1461
1.5671,0.5764,0.8404
2.8930,0.8403,-0.5578
3.1611,2.4800,-0.5988
3.0358,3.7062,0.4429
2.2831,2.9067,-0.8882
3.7315,1.0851,-0.9946
0.4538,0.6637,0.8990
1.8397,0.2230,0.8814
0.2344,2.7627,0.1440
3.4359,1.7858,-0.8731
3.8812,0.8094,-0.9998
3.3760,2.3532,-0.5261
3.6293,2.2602,-0.3836
0.8198,1.2356,0.8849
0.5435,2.0148,0.5508
1.2266,0.1129,0.9734
2.4241,3.7772,-0.0818
1.2638,3.5091,-0.9982
1.4871,1.9701,-0.3104
3.6739,1.1946,-0.9879
3.1183,1.2966,-0.9560
1.3812,3.6336,-0.9546
3.3329,2.1204,-0.7379
3.8605,2.0204,-0.3914
1.7420,3.0565,-0.9963
1.4095,3.1535,-0.9889
0.6926,3.2085,-0.6886
0.6389,3.4334,-0.8021
3.0048,1.3648,-0.9418
0.2123,1.7448,0.9263
2.7469,2.7578,-0.7022
1.2066,0.4011,0.9993
0.7358,1.6910,0.6554
0.8580,3.3414,-0.8713
2.1358,2.4874,-0.9960
1.3375,3.5949,-0.9759
3.8741,2.4206,0.0115
1.8102,2.1073,-0.7004
0.0153,1.8147,0.9666
2.4384,2.3397,-0.9978
3.2928,3.7870,0.7150
3.6338,3.0057,0.3488
0.3141,2.2379,0.5560
1.5806,1.1428,0.4061
0.6330,1.2156,0.9617
1.0571,2.0012,0.0832
2.3147,3.8606,-0.1077
1.0392,3.9395,-0.9648
1.0213,0.5996,0.9987
3.9219,1.5181,-0.7468
1.2043,2.4417,-0.4833
3.5451,0.0479,-0.4362
1.5129,1.2029,0.4131
0.3182,3.1432,-0.3144
2.7477,1.7788,-0.9828
3.5924,2.3888,-0.2974
1.9232,3.5888,-0.6970
3.2303,0.3123,-0.3903
2.2571,3.5991,-0.4142
0.4468,1.6462,0.8667
1.8727,0.4587,0.7244
3.4342,3.5457,0.6417
0.0660,3.1634,-0.0877
3.1172,3.2811,0.1149
3.2120,2.0489,-0.8533
1.7893,0.9268,0.4128
2.0617,1.9571,-0.7690
2.7650,0.2393,0.1369
0.5518,1.2116,0.9815
3.9219,2.1539,-0.2059
2.7083,1.8575,-0.9893
0.8813,2.0278,0.2304
2.4741,0.6066,0.0608
2.2532,3.7805,-0.2469
1.4184,3.0116,-0.9604
0.5886,1.0047,0.9997
3.6148,2.4164,-0.2493
1.2233,2.9055,-0.8345
3.8694,1.0722,-0.9739
1.3770,2.5826,-0.7298
0.8794,3.3434,-0.8825
3.0967,2.7153,-0.4539
2.4343,0.1916,0.4931
3.6904,1.4887,-0.8931
0.5970,3.8423,-0.9630
2.1520,2.2956,-0.9652
0.1668,3.2924,-0.3123
3.3437,1.6642,-0.9566
1.1365,0.5405,0.9944
2.5061,1.5119,-0.7685
3.6691,2.8638,0.2471
0.1070,2.8790,0.1550
2.0355,1.6265,-0.4973
0.8765,3.8126,-0.9997
3.7929,2.6631,0.1719
1.4449,0.1922,0.9978
3.6662,0.8070,-0.9715
1.1894,1.9140,0.0382
3.6443,2.9900,0.3440
2.6062,2.6746,-0.8427
2.8195,2.5301,-0.8038
2.4123,3.8639,-0.0069
0.5415,1.7255,0.7673
2.2370,0.6679,0.2345
2.5646,2.8467,-0.7655
1.4681,3.6415,-0.9221
3.7692,1.4944,-0.8519
0.4579,1.2367,0.9924
2.8080,0.5738,-0.2379
1.6029,2.7501,-0.9361
2.3324,2.2866,-0.9956
1.7832,1.3082,0.0502
3.1718,3.8857,0.6992
1.6824,0.6006,0.7569
2.8101,3.9645,0.4718
2.1349,0.0468,0.8192
2.0321,3.4140,-0.7427
3.2418,2.3617,-0.6286
0.2463,2.8086,0.0865
0.4470,2.2026,0.4724
3.5717,2.9845,0.2696
3.4442,3.2052,0.3580
0.5505,0.8408,0.9839
2.5154,2.5805,-0.9274
2.0296,3.6488,-0.5686
3.1746,0.0189,-0.0519
0.3521,3.5213,-0.6682
0.9501,1.6955,0.4759
2.4566,1.2665,-0.5493
3.2060,2.9480,-0.1288
3.4528,1.0379,-0.9755
2.3734,3.5060,-0.3929
3.8467,3.5602,0.9017
3.5326,0.4617,-0.7530
3.1136,1.9857,-0.9261
3.4264,1.5911,-0.9538
2.7342,1.3016,-0.7797
3.5540,3.3064,0.5457
3.9903,3.7333,0.9915
2.9629,2.9021,-0.4061
3.8229,3.2137,0.6842
2.7763,1.9430,-1.0000
0.1087,0.8793,0.8349
2.0105,3.1878,-0.8842
1.6751,1.4427,0.0238
0.9925,3.4757,-0.9703
1.4941,1.4660,0.1805
0.8082,1.9949,0.3321
3.2786,0.7622,-0.7828
0.0288,1.2685,0.9629
0.8301,1.8734,0.4242
2.3893,0.9072,-0.1543
1.1034,1.8942,0.1435
3.6859,3.7824,0.9265
2.6006,1.6253,-0.8840
3.7981,3.8504,0.9790
3.8520,3.6274,0.9307
2.0105,0.7967,0.3281
3.0633,2.6460,-0.5429
1.2452,0.6708,0.9410
1.4260,1.8756,-0.1593
2.8546,1.5743,-0.9601
0.3857,0.5190,0.7862
2.3863,0.1903,0.5354
0.2975,1.1456,0.9919
3.6936,2.5911,0.0015
0.3802,1.2707,0.9968
3.4184,2.3713,-0.4737
2.2623,1.3682,-0.4697
0.2378,2.5080,0.3856
2.2397,0.0190,0.7726
3.2961,3.3576,0.3621
0.6375,1.6614,0.7464
1.7241,1.5156,-0.0980
2.3939,2.2278,-0.9959
3.4495,1.5847,-0.9487
2.9433,1.1310,-0.8032
1.1677,0.1071,0.9565
1.5165,0.3639,0.9525
1.2411,1.4962,0.3933
0.0502,0.9355,0.8336
2.0610,2.6185,-0.9995
0.4466,3.9849,-0.9608
0.9166,1.7511,0.4563
3.9638,2.3656,0.0462
3.4935,3.7031,0.7916
0.9936,3.4716,-0.9696
1.2922,0.0076,0.9635
1.9332,0.7044,0.4829
1.9236,3.1864,-0.9220
2.8853,3.0737,-0.3186
0.6925,1.0833,0.9791
2.4101,1.3618,-0.5894
2.1764,2.2804,-0.9675
3.0343,0.6349,-0.5034
1.8115,0.6787,0.6063
3.0274,3.3147,0.0588
2.9591,2.6675,-0.6104
1.8482,1.3697,-0.0762
1.1929,2.9530,-0.8438
0.7542,2.0422,0.3384
1.7982,0.5895,0.6845
2.1341,2.0080,-0.8417
0.9645,0.5792,0.9996
1.6321,3.5016,-0.9126
0.4425,3.2266,-0.5034
0.0228,0.8617,0.7736
0.8201,2.8646,-0.5168
0.7282,3.6311,-0.9383
3.8361,0.8835,-1.0000
2.1882,0.8114,0.1415
0.8898,1.0324,0.9389
2.6759,2.7486,-0.7570
3.9505,2.7626,0.4168
1.6728,1.6924,-0.2217
3.8338,0.0735,-0.6930
3.3023,1.0439,-0.9337
0.2167,3.3893,-0.4479
0.2028,2.1305,0.7231
0.3655,0.4998,0.7613
0.3777,3.5034,-0.6740
2.3406,3.4902,-0.4371
2.7659,2.1042,-0.9876
1.0756,0.5903,0.9955
1.9976,0.9045,0.2372
0.6771,2.3214,0.1426
0.1656,2.6128,0.3552
0.6851,1.5541,0.7848
0.9740,3.9545,-0.9767
0.0951,3.4096,-0.3552
3.9026,2.1894,-0.1900
1.4141,0.6097,0.8991
3.0911,3.2511,0.0590
1.8947,3.0283,-0.9779
2.3700,3.6795,-0.2316
1.4638,1.9748,-0.2927
3.5657,2.9596,0.2398
1.9811,2.9406,-0.9782
0.8570,3.0252,-0.6747
2.4557,3.5735,-0.2512
0.0308,0.1824,0.2116
0.8185,2.2953,0.0278
2.3285,2.2035,-0.9838
1.0341,2.7526,-0.6013
2.3184,0.7635,0.0596
0.3063,3.3132,-0.4599
2.3093,3.8187,-0.1545
1.6453,1.8691,-0.3642
3.1293,3.4755,0.3161
3.8330,1.1135,-0.9727
1.3853,2.1670,-0.3992
1.6237,3.0335,-0.9985
3.2676,1.2805,-0.9865
0.8128,1.8315,0.4771
2.7851,2.3873,-0.8960
2.5784,3.9182,0.2117
2.6034,1.7313,-0.9295
0.1414,0.2932,0.4210
1.6848,3.3130,-0.9595
0.6761,1.5671,0.7824
1.7662,3.1194,-0.9850
0.2592,1.5777,0.9648
2.4788,1.5955,-0.8032
0.2847,2.3902,0.4499
3.4813,1.5636,-0.9452
1.9548,0.3804,0.7218
2.1353,0.0641,0.8089
1.2626,1.0507,0.7368
0.8457,2.8256,-0.5053
3.0022,3.2253,-0.0556
1.8523,1.6688,-0.3705
2.1208,3.1270,-0.8600
1.8223,1.3679,-0.0486
3.0636,3.6054,0.3764
2.7351,0.8919,-0.4666
1.0320,2.1390,-0.0294
2.8299,1.6304,-0.9684
1.1403,2.9608,-0.8190
2.3967,0.7357,0.0091
2.6619,0.4701,0.0096
0.4877,0.2030,0.6371
0.9711,0.0466,0.8509
0.4312,1.0286,0.9938
2.4314,0.5142,0.1947
2.6531,0.7384,-0.2473
0.2993,2.8582,-0.0159
3.8755,0.7508,-0.9963
0.2252,1.7108,0.9340
1.0169,3.0616,-0.8058
3.8934,3.6956,0.9651
0.7693,3.0817,-0.6514
3.8496,1.7395,-0.6397
0.6536,2.8694,-0.3723
1.6009,2.9600,-0.9885
2.7623,2.2753,-0.9476
3.3328,2.0347,-0.7929
1.4134,2.0143,-0.2822
2.2797,1.8739,-0.8479
1.5992,3.5241,-0.9168
2.5527,3.1580,-0.5417
2.7750,2.0811,-0.9897
2.6646,3.6350,0.0165
3.1263,2.5905,-0.5366
2.9653,0.7044,-0.5039
3.2206,0.4122,-0.4717
1.1894,2.5220,-0.5394
3.1567,1.8942,-0.9432
0.7744,0.0863,0.7583
1.0664,3.3431,-0.9545
1.5098,0.3477,0.9592
3.1712,2.0023,-0.8955
1.9011,0.2847,0.8167
2.0713,3.5370,-0.6248
2.4223,1.1440,-0.4121
1.8101,2.6898,-0.9775
3.0748,3.4528,0.2420
1.0761,2.0051,0.0603
1.2384,3.2561,-0.9764
3.7704,3.0831,0.5400
3.6351,0.4572,-0.8138
3.4520,3.8725,0.8631
2.4463,2.5506,-0.9598
2.2435,0.8184,0.0796
3.9755,2.5257,0.2162
1.1639,1.9983,-0.0206
0.6918,2.6869,-0.2349
2.7824,2.1808,-0.9687
1.8284,0.9791,0.3279
1.5336,1.2149,0.3831
1.8712,1.6922,-0.4093
3.1630,0.0660,-0.0874
2.0487,2.9706,-0.9533
0.6631,2.2874,0.1899
1.7287,1.5853,-0.1715
0.5052,2.0682,0.5381
0.7795,2.6726,-0.3055
0.5417,0.4594,0.8420
3.4876,1.6014,-0.9299
2.1222,3.0695,-0.8873
0.1530,2.9972,-0.0086
0.4497,0.5004,0.8134
2.8270,0.6393,-0.3190
1.0871,2.5401,-0.4668
1.8633,2.9020,-0.9986
2.1605,0.4351,0.5192
3.2139,0.5071,-0.5475
0.7057,3.1722,-0.6715
0.2113,1.5872,0.9742
2.2379,3.5942,-0.4360
0.9122,0.4494,0.9782
2.5043,3.8201,0.0412
1.6044,2.3626,-0.7348
0.0008,2.2045,0.8053
0.2324,0.4512,0.6316
1.1203,2.2310,-0.2082
2.2620,2.3548,-0.9954
0.0635,3.2121,-0.1336
3.1715,0.6612,-0.6374
0.7738,0.4614,0.9442
0.4149,3.7225,-0.8392
1.1569,3.2284,-0.9470
3.6462,1.6471,-0.8360
2.8573,3.7799,0.3466
3.1616,3.6634,0.5157
0.6104,0.4699,0.8821
0.0106,3.9480,-0.7291
2.6890,3.1027,-0.4720
3.3295,3.0180,0.0643
2.4665,0.2620,0.4014
0.8292,3.9673,-0.9965
3.2139,2.5834,-0.4670
3.7732,0.2137,-0.7481
1.1758,2.9613,-0.8390
3.0346,1.1519,-0.8649
3.5531,2.6466,-0.0833
2.5187,3.3867,-0.3688
2.1961,0.3171,0.5879
2.3756,1.8892,-0.9015
2.1968,1.7648,-0.7312
2.3785,0.0942,0.6202
2.7728,2.3273,-0.9258
3.7149,2.1899,-0.3694
1.2276,3.6802,-0.9810
3.5893,2.3324,-0.3537
3.5965,3.4755,0.7095
3.1968,2.5574,-0.5047
1.5257,0.0294,0.9999
0.7886,0.8827,0.9949
1.7834,2.7580,-0.9854
0.2559,2.2638,0.5825
0.7646,0.7637,0.9991
0.0072,2.5628,0.5409
2.7657,1.2582,-0.7722
0.3332,0.3245,0.6113
0.8819,2.0041,0.2528
1.9378,1.8837,-0.6287
0.1122,2.0022,0.8559
1.9193,1.7967,-0.5433
2.5385,3.4839,-0.2578
1.6046,2.1034,-0.5366
3.4028,1.7004,-0.9246
3.3040,1.6848,-0.9621
1.5381,0.9786,0.5850
1.5243,0.8888,0.6658
1.8581,1.9447,-0.6141
3.3874,1.1726,-0.9884
2.6660,1.0403,-0.5352
3.2927,2.7095,-0.2772
1.5979,2.3942,-0.7516
1.7974,1.0189,0.3195
2.9709,0.3687,-0.1966
3.2862,2.1933,-0.7199
3.0115,1.5521,-0.9889
1.5950,2.7397,-0.9295
3.1478,3.3372,0.2005
3.8050,2.2851,-0.1918
3.8319,3.5676,0.8985
0.0485,3.3748,-0.2781
3.0461,1.9998,-0.9449
1.0294,3.3524,-0.9459
2.8631,1.0269,-0.6805
3.0345,2.6565,-0.5582
1.0521,2.2407,-0.1506
0.9976,0.4561,0.9932
2.5562,0.8232,-0.2355
0.2587,1.3819,0.9976
0.8252,3.6394,-0.9694
3.6826,2.4246,-0.1750
3.0892,2.4721,-0.6609
2.4658,2.1544,-0.9958
3.9054,1.8357,-0.5159
2.9154,0.6429,-0.4048
1.5315,2.4769,-0.7623
2.4713,0.9406,-0.2671
3.1327,0.8258,-0.7290
3.2280,2.2375,-0.7296
0.7016,3.6166,-0.9233
0.7047,3.9995,-1.0000
3.9803,3.7050,0.9858
1.2031,1.0519,0.7749
3.3184,3.7528,0.7090
1.4374,3.2281,-0.9989
3.8007,0.3517,-0.8473
0.3169,2.1198,0.6479
3.3556,0.8385,-0.8686
3.8821,0.8262,-1.0000
3.4775,0.3989,-0.6704
2.5669,3.3846,-0.3256
3.7097,1.9864,-0.5540
3.9415,3.2748,0.8034
3.1788,3.3005,0.1949
2.6079,2.4229,-0.9498
1.6668,3.2718,-0.9745
1.3726,0.2188,0.9998
2.0755,0.5790,0.4681
1.4730,0.7958,0.7661
0.0501,2.6203,0.4540
1.7126,3.5857,-0.8332
3.2048,3.5482,0.4527
2.4531,0.4751,0.2118
2.3301,2.5484,-0.9862
3.9146,2.2906,-0.0780
0.5584,3.3468,-0.6916
1.7835,1.5474,-0.1882
0.9800,1.1049,0.8708
0.8839,2.2000,0.0577
0.0502,3.3503,-0.2561
3.4659,1.4019,-0.9879
3.3205,2.7915,-0.1703
3.8303,3.4220,0.8244
2.5735,1.5163,-0.8124
3.3299,2.3697,-0.5510
2.0789,3.4568,-0.6798
0.0969,2.6863,0.3507
1.9344,3.3232,-0.8550
2.2615,1.8686,-0.8352
2.4803,0.7287,-0.0674
3.0032,0.4011,-0.2596
0.8320,0.4288,0.9524
1.4261,1.8164,-0.1008
3.6607,1.9790,-0.5999
1.3022,1.3619,0.4596
3.3402,3.9557,0.8483
0.3836,0.9421,0.9701
0.0728,3.0884,-0.0196
0.7238,1.2661,0.9135
1.7750,0.0035,0.9785
3.7980,3.7325,0.9482
1.4244,2.3494,-0.5910
1.3553,0.1950,0.9998
1.3382,1.2364,0.5370
1.8234,2.8761,-0.9999
1.0849,2.1036,-0.0469
2.2057,0.0662,0.7641
3.2009,1.9761,-0.8940
3.7012,1.7986,-0.7057
1.7908,3.4942,-0.8405
1.8256,2.9245,-0.9993
2.5110,0.1077,0.4993
0.0146,3.1747,-0.0477
1.8253,0.9452,0.3626
2.2956,2.5737,-0.9877
0.6306,3.3829,-0.7655
2.0842,0.7356,0.3162
2.0217,2.2487,-0.9039
2.2527,2.2474,-0.9775
2.3334,3.8428,-0.1068
1.1604,1.8367,0.1440
3.5842,0.6360,-0.8813
0.2262,3.4637,-0.5212
3.8901,1.7599,-0.5917
1.6542,1.2641,0.2215
0.4608,3.8803,-0.9318
0.0652,1.0369,0.8922
0.9817,1.9995,0.1597
3.2732,2.0741,-0.8051
0.3010,3.9154,-0.8795
0.3157,1.1614,0.9956
0.9517,1.3190,0.7649
0.9820,3.7319,-1.0000
2.4099,0.7524,-0.0207
0.4353,3.6914,-0.8333
1.9201,0.5566,0.6170
0.9123,1.6983,0.5064
1.1082,3.9565,-0.9386
2.8202,0.7523,-0.4177
2.2820,1.0140,-0.1538
0.0803,1.8388,0.9399
3.8724,2.4002,-0.0106
3.7348,3.5108,0.8206
2.0794,1.5172,-0.4394
2.9983,0.9301,-0.7081
0.6746,3.7380,-0.9554
3.2879,2.0473,-0.8122
1.9008,3.1470,-0.9443
2.1754,1.3721,-0.3948
0.6969,3.4111,-0.8228
3.7645,2.6242,0.1053
1.5225,3.8000,-0.8196
1.0713,3.1182,-0.8664
0.9639,3.0342,-0.7555
0.1185,1.1421,0.9523
3.6543,2.9562,0.3215
2.2626,2.7185,-0.9641
0.1838,1.7227,0.9442
3.4124,0.4406,-0.6529
0.3384,1.3722,0.9902
0.9730,0.7329,0.9909
2.2454,0.2149,0.6298
1.9990,0.8599,0.2790
1.5636,1.1874,0.3807
3.2788,1.9627,-0.8633
2.3168,1.6321,-0.7224
0.1409,0.1874,0.3224
0.6498,3.1771,-0.6329
0.9904,0.5735,1.0000
3.8025,1.5391,-0.8085
2.2090,0.1907,0.6757
1.7869,3.3946,-0.8920
3.2830,3.5912,0.5572
0.8586,1.6275,0.6095
0.6807,2.1259,0.3288
3.9990,3.9626,0.9942
2.8510,3.7123,0.2764
0.2271,0.5362,0.6913
2.4714,1.0825,-0.4007
0.0140,1.4132,0.9897
3.9252,0.4703,-0.9502
0.5975,3.1453,-0.5656
0.3231,1.6064,0.9363
2.0481,1.1046,-0.0111
1.3521,2.3837,-0.5599
3.8273,0.3482,-0.8593
2.6971,1.9775,-0.9993
2.1424,0.6432,0.3485
0.5644,0.9067,0.9950
2.1443,1.7229,-0.6636
1.6098,2.7479,-0.9377
1.3895,1.2082,0.5174
3.9477,3.0765,0.6750
1.9731,2.9118,-0.9851
0.6058,0.2348,0.7450
0.5114,3.1424,-0.4901
0.7941,0.1286,0.7972
1.1539,0.2691,0.9891
0.4520,0.9945,0.9923
