x,y,z
4.2054,-0.1618,1.2167
4.2807,1.1153,-0.0759
2.7925,-0.7980,1.3397
1.9083,0.0339,0.5407
1.3491,-1.8142,-1.4357
2.7337,-1.6453,0.4334
3.5334,0.6050,1.4136
0.9031,-1.1127,-1.8142
2.3909,-0.0003,1.3277
1.6307,-1.5898,-1.2092
4.3375,-1.6692,1.5606
5.3451,-2.1935,0.6502
5.8785,-1.2998,-0.7777
3.5003,-1.9851,1.0834
4.5171,-0.1663,0.6826
5.7674,2.3606,-0.2905
5.4061,1.4271,-1.1653
1.5123,-2.5775,-0.9422
2.1480,-1.1237,-0.1083
0.7217,-2.0531,-1.2791
1.3278,1.8132,0.4840
5.7917,-0.7804,-1.1379
1.3345,2.0582,0.4236
0.9844,2.0107,0.2331
2.7515,1.1895,1.3680
5.0787,1.0526,-1.0785
1.9989,-2.4031,-0.8256
5.2890,1.6489,-0.9844
0.7982,1.4882,-0.1164
3.0752,-0.3481,1.9010
0.5738,1.3819,-0.4568
3.7280,-0.2760,1.8553
2.4380,-0.2029,1.2691
2.8237,-2.9897,-0.1775
5.8722,0.3356,-1.7636
1.1794,2.4195,0.1979
4.4127,-0.3954,1.0798
4.0795,-1.4548,1.7263
3.1553,-0.5218,1.8963
3.8107,0.6368,1.0510
2.6038,2.8846,-0.1159
2.7253,1.7908,0.8170
1.5327,-0.6268,-0.8196
0.9415,1.5828,0.0953
1.6353,-2.7756,-0.7626
2.9635,2.6603,0.0246
3.0536,0.9293,1.4849
0.4750,-2.0477,-1.1217
3.7487,-1.0640,1.9001
0.3556,-0.5996,-1.9925
4.7386,-0.9765,0.9819
5.6117,1.9279,-0.7462
2.8297,-0.8899,1.3143
0.9905,0.1988,-1.0006
1.2919,0.6231,-0.0698
3.4498,1.2865,0.8350
4.2873,2.6471,-0.0480
2.1744,-2.2029,-0.6829
5.8383,-2.3404,0.1351
3.2509,2.2739,0.1684
1.4252,-1.9435,-1.3497
4.7742,-2.5965,0.9045
5.1191,-1.9414,0.8654
4.3253,-2.5342,0.9787
4.2599,0.8599,0.1525
3.4518,0.3598,1.6881
0.2092,-1.6433,-1.2717
5.4119,1.9450,-0.7484
4.7713,-1.3087,1.1216
1.0461,-0.1367,-1.2226
1.6189,0.7580,0.5749
1.6189,0.1975,0.1402
3.2738,-2.2383,0.6044
1.5594,-2.4938,-0.9965
0.9982,1.0844,-0.1501
5.4223,-0.4397,-0.8102
5.2339,2.4762,-0.2340
1.1208,1.8643,0.3274
0.6208,0.1756,-1.5363
0.3650,-2.8953,-0.2673
5.9746,0.6233,-1.7252
2.8440,-1.0450,1.1950
1.5373,2.3934,0.2817
5.4684,-1.6207,0.2102
2.9293,2.1621,0.3803
4.8203,0.3030,-0.3460
1.0487,2.8187,-0.0773
0.9125,-0.4230,-1.6184
2.2117,-2.5719,-0.6302
0.9386,2.0134,0.2034
0.4547,1.6531,-0.3584
1.2678,0.9232,0.1334
5.4258,-1.4299,0.1308
2.7163,1.6094,0.9991
3.6335,0.5406,1.3655
3.0480,-1.0265,1.4865
3.5383,-0.1447,1.9176
0.1687,-0.0923,-1.9693
1.0593,-2.3619,-1.1152
1.0793,-1.6045,-1.6300
5.5401,-0.9841,-0.4993
0.1804,-0.8457,-1.8602
1.5323,2.3167,0.3404
4.7672,-0.6662,0.6834
4.0203,0.9894,0.4055
2.3790,-1.6302,-0.1316
0.5716,2.8766,-0.0587
0.2789,-2.5585,-0.4627
1.0501,-2.5891,-0.8957
1.0581,-2.0543,-1.3741
1.5327,2.3955,0.2793
5.9432,-1.4737,-0.7083
4.5788,0.8692,-0.3602
3.8001,-0.4093,1.8566
2.3340,-2.2359,-0.5135
4.1257,-2.6474,0.8162
3.1910,-2.0134,0.7228
4.3009,1.7444,-0.3518
0.8029,0.0258,-1.4352
3.0164,1.3782,1.0913
0.7824,2.5535,0.0640
5.5096,-1.2590,-0.1731
0.0488,-2.8405,-0.0900
3.7712,-2.5147,0.7702
3.0723,1.5367,0.8988
2.7418,1.9450,0.6571
2.3607,-0.2037,1.1467
5.6769,0.7572,-1.5839
5.0933,1.1306,-1.0898
0.7603,-0.9845,-1.8869
3.3710,1.7154,0.5052
4.4354,-0.3184,0.9735
3.0309,2.9091,-0.0580
2.8514,-1.9950,0.2956
0.1235,1.4767,-0.8164
0.0601,-2.4768,-0.3267
3.9835,2.1476,-0.1496
3.7102,2.2646,-0.0253
0.1244,2.2439,-0.1797
2.1724,0.4425,1.2357
5.6127,1.0226,-1.4557
4.0052,0.6661,0.7383
2.4301,1.8158,0.8603
1.4657,1.9233,0.5426
2.0841,-0.1949,0.6678
4.7624,-1.1812,1.0712
0.1606,1.7735,-0.5082
0.7121,-1.3422,-1.7943
3.5773,1.4426,0.5549
0.9539,0.0488,-1.1998
2.2578,0.3027,1.2938
3.3318,0.2392,1.8366
5.4455,-2.6998,0.5369
2.2281,-0.4206,0.7307
5.5888,0.7566,-1.5346
4.7913,-2.4120,1.0207
5.4209,1.4835,-1.1315
2.5766,2.3512,0.3086
0.3807,1.3574,-0.6916
0.8503,2.9076,-0.1195
0.2975,-1.7645,-1.2430
0.7146,2.1953,0.0857
4.2243,-2.4731,1.0167
1.2282,1.8824,0.4046
0.3400,-2.8553,-0.2793
2.4124,2.4481,0.2404
4.3568,0.9850,-0.0971
5.6454,2.4936,-0.1877
2.7183,-2.0595,0.0613
1.9310,-1.1335,-0.5180
4.6020,-0.5924,0.9197
5.9176,-0.4788,-1.5573
1.4456,-1.0101,-1.2391
1.6474,-0.3949,-0.3851
0.9726,-2.5757,-0.8835
3.1209,2.5455,0.0636
3.2715,2.6178,0.0193
3.2342,-2.6995,0.2011
0.5095,2.1725,-0.0256
0.8509,1.8443,0.1084
5.7647,-2.5123,0.2760
5.1103,2.3820,-0.3284
0.4251,0.3523,-1.5972
0.0889,2.3356,-0.1414
4.3201,-1.7028,1.5564
5.9141,0.4296,-1.7717
5.6132,-2.3208,0.3820
5.3216,-1.7628,0.5318
0.2285,2.7700,0.0017
1.1989,0.7277,-0.1356
2.3343,1.9867,0.7053
2.3638,-2.7420,-0.4880
2.9376,-0.7303,1.5836
2.6375,0.4560,1.6983
2.4005,-2.7568,-0.4611
4.7082,1.5432,-0.7063
3.0426,2.4183,0.1491
5.9113,0.9132,-1.5661
3.3456,2.6999,0.0011
5.7731,-1.0579,-0.8423
3.1397,-1.0881,1.5414
3.4563,0.1579,1.8169
0.6612,-2.3902,-0.9144
4.4366,-2.1303,1.3029
2.9057,2.2835,0.2863
3.8289,-0.9101,1.9179
3.5853,2.2113,0.0468
0.8362,-0.4993,-1.7410
0.4466,0.6475,-1.3163
4.4857,1.3990,-0.4753
5.2671,-2.4170,0.7249
4.8248,0.0175,-0.0939
3.3474,-1.7496,1.1644
1.7637,-2.6806,-0.8087
0.1647,-1.7226,-1.1463
5.2295,1.3587,-1.1294
2.2933,-0.1334,1.0888
3.2889,2.6065,0.0203
0.1348,-1.4469,-1.3780
1.2316,1.6899,0.4103
4.6760,1.6691,-0.6610
0.7017,-0.4483,-1.8385
1.8904,2.1451,0.5421
2.3992,1.6743,0.9919
1.6582,-0.8887,-0.8119
4.9339,1.4838,-0.8961
0.7594,0.6202,-0.9402
0.6337,-1.8455,-1.4206
3.0690,1.5201,0.9175
2.6425,0.3979,1.7054
1.9112,-1.4940,-0.7952
5.6128,-2.6417,0.4245
0.8615,-0.4061,-1.6668
2.0030,2.3465,0.3636
0.0346,-1.9919,-0.7256
1.2684,2.4281,0.2107
5.6561,-0.3473,-1.2829
1.8899,-1.8045,-0.9429
1.6579,-1.5278,-1.1625
2.1290,-2.2576,-0.7326
0.8325,2.1038,0.1428
0.9962,-1.1613,-1.7590
2.4273,-2.0327,-0.3209
0.5588,0.4972,-1.3281
5.1317,2.1153,-0.5801
2.0377,-2.6986,-0.6899
0.3841,2.5298,0.0009
5.6104,1.3550,-1.2526
1.7851,1.1734,0.9259
2.5552,-2.6108,-0.3545
2.2918,-0.2550,0.9909
3.0716,-0.1495,1.9337
5.8347,-0.4637,-1.4586
0.4951,-2.0590,-1.1265
3.2378,2.8063,-0.0135
2.8108,-0.4355,1.6259
1.4193,-0.2848,-0.7156
1.2744,2.5462,0.1304
0.5988,-1.3656,-1.7628
4.2182,-1.1758,1.7036
2.3475,1.0269,1.4005
2.0533,1.4346,1.0770
3.3366,2.2501,0.1458
2.7198,-2.7095,-0.2297
1.4133,-1.9283,-1.3617
1.4191,-1.3881,-1.4105
5.7169,2.9603,0.1649
3.1808,1.2752,1.0838
0.8454,0.2630,-1.1638
2.4993,2.2012,0.4686
2.6262,1.3486,1.2559
2.6458,-2.0660,-0.0423
4.1888,-1.4908,1.6798
2.9594,-0.7349,1.6057
0.6905,2.2509,0.0783
1.2036,2.5307,0.1333
2.9013,-1.1547,1.1760
2.8567,-2.7676,-0.1329
0.6258,-0.0213,-1.6777
4.4387,-0.7501,1.3045
2.5628,-0.3637,1.3437
4.2196,1.3354,-0.1293
5.6701,1.5069,-1.1313
4.3984,2.5694,-0.1117
0.9023,2.7008,0.0066
3.1897,0.3607,1.8238
1.3994,-1.9801,-1.3482
3.6417,2.0144,0.0930
3.4488,1.4527,0.6751
5.4695,-0.2797,-1.0327
3.3002,-1.6128,1.2470
2.5263,0.3898,1.6158
2.4828,-2.8681,-0.3859
2.0442,-0.5780,0.2218
5.7306,-2.5041,0.3072
3.5894,-0.2163,1.9184
1.7123,-1.6699,-1.1287
1.1114,-1.6964,-1.5827
4.1177,-1.1513,1.7717
3.6664,0.6337,1.2394
4.8016,-1.2532,1.0504
1.7369,-0.2057,-0.0195
3.6818,2.1183,0.0260
3.9039,-1.3248,1.8022
5.8901,0.5643,-1.7286
5.5111,-2.4627,0.5097
2.6080,-2.1088,-0.1203
0.8213,2.5878,0.0566
3.2702,-0.2280,1.9865
3.7042,-0.8147,1.9563
0.5694,2.5247,0.0350
3.5899,-0.3695,1.9629
0.0502,1.9405,-0.4395
2.9343,-1.8180,0.5721
2.7537,1.4126,1.1740
1.4308,-2.2358,-1.2026
5.0917,1.5071,-0.9889
4.6615,-2.6579,0.8754
2.4027,0.1929,1.4371
1.4975,-2.9565,-0.6038
1.7461,0.0269,0.2251
4.3549,0.7670,0.0777
3.5338,0.2566,1.6980
2.7857,-0.3357,1.6526
2.9275,-2.3675,0.1130
2.8819,0.3751,1.8211
2.7230,-0.3990,1.5409
2.5718,-2.2064,-0.2198
3.4980,1.7415,0.3777
3.3850,-2.0068,0.9481
1.1362,-1.1586,-1.6539
5.3956,-2.6389,0.5852
5.3881,-0.7761,-0.4197
4.5944,0.8197,-0.3523
2.0065,0.7068,1.1068
2.6986,0.8635,1.5909
1.5771,2.6147,0.0924
3.2641,1.9125,0.4169
0.9514,2.2842,0.1847
2.2675,1.8079,0.8732
5.2608,0.4093,-1.1487
0.0264,1.3489,-1.0200
2.3119,-1.9861,-0.4547
1.4410,2.7473,-0.0322
4.9269,1.8170,-0.7510
1.8530,0.5353,0.8133
2.1394,2.9110,-0.1841
0.3483,1.9172,-0.2560
4.4959,0.4371,0.1286
3.2730,-0.0907,1.9713
2.6356,-1.2711,0.6366
0.3898,-1.7070,-1.3798
0.4207,1.3946,-0.6146
1.2538,-2.6094,-0.9177
5.2830,1.9169,-0.7696
2.9202,-2.3601,0.1095
5.5998,-1.0571,-0.5364
5.5774,0.0853,-1.4334
3.2695,-2.0214,0.8072
2.6169,-1.8361,0.0840
4.1509,1.6918,-0.2049
5.0831,-0.5230,-0.0723
1.3389,-0.2682,-0.8474
4.8913,-1.6570,1.0811
2.0727,-0.3896,0.4638
5.0759,-0.3770,-0.2037
5.1172,-0.4972,-0.1663
2.8052,-2.4402,-0.0629
4.4402,-2.6045,0.9264
0.3363,-2.7845,-0.3277
3.7664,1.6991,0.1637
5.0276,-0.5454,0.0609
2.7289,-2.3139,-0.0844
4.6684,-1.7250,1.3240
4.6142,0.7029,-0.3026
2.1461,-2.0439,-0.6867
2.2477,-0.7944,0.4036
2.8950,-1.3689,0.9574
4.9828,-1.6555,0.9642
1.9288,-1.6291,-0.8339
0.0898,-1.2925,-1.4684
4.5439,-1.0583,1.3249
2.1566,-2.0950,-0.6857
0.9188,1.7829,0.1485
3.5372,0.7648,1.2597
4.9216,2.4401,-0.2652
0.3255,-1.7862,-1.2483
5.7849,0.9088,-1.5582
5.2667,2.5570,-0.1525
0.5042,-0.2728,-1.9079
5.7723,-2.4335,0.2453
2.2103,1.9803,0.7158
1.7047,-2.9402,-0.6121
1.5294,0.6528,0.3607
0.3821,-2.0784,-1.0116
2.2954,-2.4702,-0.5762
5.4330,1.0882,-1.3484
0.4713,1.6525,-0.3431
1.1733,-0.2528,-1.1198
3.3062,-2.7863,0.2034
0.8580,-1.4642,-1.7357
4.7764,0.4074,-0.3536
0.4631,2.9157,-0.0555
1.2841,2.2854,0.2989
1.5506,-2.1589,-1.1960
3.5769,1.5202,0.4867
2.1003,-2.1488,-0.7561
0.5202,-0.3445,-1.9231
2.5900,-0.3255,1.4096
1.6230,2.6790,0.0324
5.2489,0.6961,-1.2270
2.1734,0.0098,0.9944
2.4733,1.5166,1.1256
4.2359,2.8240,0.0847
2.8992,2.7892,-0.0362
5.5359,2.4383,-0.2518
1.6186,1.0745,0.7158
0.2067,-0.9758,-1.8062
1.2936,0.8546,0.1235
0.3570,0.7028,-1.3586
3.7060,-0.8050,1.9570
4.1160,-2.4409,1.0168
5.5845,-1.8567,0.1949
5.1756,2.9769,0.2514
2.3602,-1.7364,-0.2401
3.2256,0.4999,1.7275
3.2267,2.2663,0.1826
2.2086,1.6547,0.9930
1.3414,-2.1527,-1.2783
1.9120,-1.6723,-0.8747
4.1409,1.0691,0.1607
4.3282,-1.1533,1.6072
3.7633,-1.8017,1.4523
2.8390,-1.9415,0.3239
2.1533,-0.3151,0.6883
5.9210,-2.9493,0.2034
1.8301,0.2190,0.5527
3.7807,0.1500,1.5361
0.0019,-2.1920,-0.4998
2.7446,-0.4666,1.5252
0.0929,-2.8692,-0.1068
1.4744,1.5310,0.6253
1.8285,-2.2038,-1.0027
0.6032,-1.4399,-1.7186
1.0939,0.8039,-0.2406
2.7457,1.9282,0.6725
1.1526,0.6728,-0.2627
0.0542,-0.4230,-1.9472
5.1534,0.9805,-1.1528
5.3686,2.6780,-0.0322
4.4678,1.7024,-0.4921
4.4507,-1.8804,1.4312
0.0393,-0.7225,-1.8262
2.6862,-2.5456,-0.2240
5.5792,0.9234,-1.4829
5.6418,1.8417,-0.8255
3.8443,1.5363,0.1910
3.7871,-0.9530,1.9229
1.6428,-1.0326,-0.9445
4.0118,0.1804,1.2047
1.5545,0.5843,0.3522
1.6182,0.3432,0.2696
1.0099,-2.3423,-1.1212
3.5534,2.0962,0.1109
4.6048,-1.6956,1.3809
0.6517,-1.5209,-1.6812
2.9728,0.0958,1.8953
4.1039,-1.3364,1.7540
3.0966,-0.9702,1.5873
4.4912,-1.5791,1.4833
1.4976,-1.6399,-1.3530
2.2217,-2.6662,-0.5992
2.3856,-2.0614,-0.3904
3.2337,-2.0338,0.7537
2.7480,-1.1493,0.9455
5.4798,-0.9044,-0.4662
3.1739,2.2507,0.2138
0.0125,-1.1845,-1.4768
4.5325,2.5174,-0.1644
4.9845,-1.4328,0.8672
1.1322,0.4280,-0.5334
3.4667,1.2422,0.8616
1.2267,1.4064,0.3429
0.5635,-1.2230,-1.8310
2.8991,0.4428,1.8049
3.5873,-2.4243,0.7245
3.1051,-2.6071,0.1456
2.1656,-0.1340,0.8690
4.1748,-2.5534,0.9257
4.4742,-1.8228,1.4418
5.6404,-1.9023,0.1422
3.2492,-1.4644,1.3320
0.3935,-0.9398,-1.9136
1.4216,-1.4566,-1.4173
4.3914,-2.9480,0.5859
0.1677,2.3888,-0.0895
5.3803,0.5461,-1.3482
4.6213,-2.4102,1.0743
2.4537,-0.7618,0.8205
3.3697,-1.3537,1.5520
2.3603,-0.3627,1.0193
2.7394,1.5968,1.0038
3.3249,-0.3253,1.9946
1.6333,-1.9297,-1.2112
1.4911,2.4481,0.2313
3.2180,2.3756,0.1242
3.2684,0.6197,1.6180
5.4508,-0.5248,-0.7835
5.4894,-1.0688,-0.3205
2.7892,1.9929,0.5924
2.3182,2.2656,0.4308
5.0787,0.0801,-0.6334
5.4474,1.6293,-1.0264
1.8310,-1.9474,-1.0271
5.9055,-0.5996,-1.4574
5.9625,-2.2905,-0.0380
0.5288,-0.3108,-1.9071
1.9782,-2.2561,-0.8712
0.7057,-2.8603,-0.4859
5.7021,1.6243,-1.0223
1.7679,-1.0511,-0.7441
4.1656,0.5790,0.5680
5.6648,-2.2042,0.2789
4.4412,-0.4046,1.0393
2.1513,1.7811,0.8847
3.9547,2.0954,-0.1307
0.3395,-0.0757,-1.9176
1.7997,0.1550,0.4430
4.8464,0.1184,-0.2309
2.0134,2.1580,0.5432
1.0664,1.2939,0.0905
3.5587,-1.2712,1.7484
1.2504,-0.6523,-1.3100
5.1654,-1.5070,0.6264
3.1636,0.9223,1.4311
2.2126,-0.9418,0.1891
1.4166,0.3783,-0.0700
5.2630,-2.4860,0.7153
4.3823,-1.1528,1.5529
0.2042,2.1803,-0.1800
3.4149,-1.3713,1.5764
3.7791,0.3096,1.4031
3.0269,-1.4811,1.0366
1.1173,2.3455,0.2197
0.5273,1.0087,-0.8648
4.5304,-2.5912,0.9407
5.6225,-2.1967,0.3277
2.5751,-1.5553,0.2588
0.7133,2.1313,0.0772
4.1511,-0.6881,1.6452
2.1627,-0.2900,0.7287
2.9611,-1.7308,0.6948
5.4012,0.0917,-1.1875
1.8101,-1.9458,-1.0483
3.9154,-0.0488,1.5315
4.5281,0.1457,0.3517
4.0471,-0.6347,1.7312
3.5235,-1.6551,1.4208
0.9855,0.7120,-0.5012
5.8864,2.9150,0.1114
0.9622,2.6932,0.0118
4.7567,1.8681,-0.6446
1.2155,0.5129,-0.3049
0.2470,1.4055,-0.7778
4.1810,-2.3519,1.1198
5.5309,0.2426,-1.4393
5.8392,2.7404,0.0184
1.4832,1.9110,0.5569
4.6839,1.4530,-0.6891
0.7304,0.3310,-1.2632
4.9612,1.1215,-0.9595
4.5076,2.0516,-0.4413
2.7895,0.2205,1.8022
4.0488,0.5064,0.8297
0.1986,1.1483,-1.0782
4.6785,-1.5514,1.3079
1.8360,0.7795,0.9045
1.3045,-2.9313,-0.6115
2.9797,2.0293,0.4763
2.1391,-0.3461,0.6329
4.2649,2.9044,0.1539
5.3958,-0.6374,-0.5721
5.9635,-1.8916,-0.3428
2.0048,-1.7253,-0.7667
5.4305,-2.3745,0.5811
0.7758,-0.7146,-1.8627
0.1860,-0.1666,-1.9819
0.3636,-0.6091,-1.9917
5.5917,1.8270,-0.8472
5.4465,-2.9932,0.4224
3.1775,-1.5515,1.1639
4.1092,-1.6024,1.6584
3.4495,-2.9216,0.2157
4.3347,2.7940,0.0662
3.0306,-1.1910,1.3206
1.8556,-2.3245,-0.9497
2.6397,0.9501,1.5352
0.3622,-0.4215,-1.9938
5.5933,-2.9535,0.3767
0.7938,-0.8110,-1.8669
4.7555,-0.1442,0.2016
5.5270,0.2445,-1.4352
1.1774,-0.6266,-1.3993
3.6890,0.3019,1.5144
5.7430,0.7962,-1.5985
2.4525,-0.1786,1.3076
2.2982,-0.4529,0.8299
5.6318,-1.1662,-0.4856
2.2086,2.6685,0.0415
2.1300,-0.5093,0.4586
4.6497,-2.8266,0.7270
4.1229,-0.4114,1.5263
5.8236,-2.8489,0.2661
3.8792,-1.0583,1.8845
0.0295,2.9740,0.0331
4.2135,-1.0579,1.6958
0.3729,2.0680,-0.1486
0.1972,-1.8919,-1.0136
5.8718,0.9057,-1.5701
0.7941,-1.8218,-1.5069
4.0314,-2.2913,1.1300
0.8508,2.1646,0.1543
5.0331,-0.1350,-0.3546
1.3028,1.4087,0.4312
3.8792,-0.3636,1.7704
2.1425,0.5043,1.2185
4.3223,1.1917,-0.1824
3.7352,-1.7424,1.4878
1.4110,0.8962,0.3367
2.5325,-1.7286,0.0387
4.9796,-1.5778,0.9407
1.7047,1.2168,0.8438
2.9920,2.5523,0.0790
5.9040,2.9453,0.1215
4.8852,-0.8587,0.6324
2.5848,-2.4725,-0.3038
3.1309,-1.8194,0.8384
4.0949,-1.0006,1.7820
0.6445,0.2969,-1.4056
4.9895,-0.7805,0.3645
4.1084,2.6326,-0.0476
2.2706,1.4734,1.1364
2.7868,0.7357,1.6672
1.8394,0.9727,0.9634
5.2821,0.5448,-1.2293
2.2999,-2.9863,-0.4279
0.5516,0.2421,-1.5589
4.5313,2.4877,-0.1874
4.2579,2.2392,-0.2616
4.9445,1.5437,-0.8851
2.5991,1.0138,1.4928
1.2808,1.8836,0.4405
0.1291,1.8714,-0.4468
3.4078,2.7377,-0.0002
3.1825,-2.8591,0.0759
1.7227,-1.5567,-1.0884
0.5676,0.9707,-0.8521
0.8312,0.4592,-0.9942
4.1064,2.6317,-0.0480
1.8947,1.0565,1.0351
2.2770,1.4436,1.1579
5.7756,0.7512,-1.6269
5.8185,2.1512,-0.4756
0.7702,-0.1229,-1.5904
3.3027,0.8346,1.4120
5.8269,2.1501,-0.4743
2.0254,2.1476,0.5536
0.1925,2.1329,-0.2146
4.8317,1.8159,-0.7072
5.8360,-0.3313,-1.5459
0.1966,2.9871,-0.0127
1.9427,-2.0457,-0.9150
3.2621,2.9223,-0.0130
5.3290,2.9995,0.2547
1.2797,2.5839,0.1028
2.1740,-2.8636,-0.5432
2.9717,-0.5150,1.7532
4.0965,1.5738,-0.1055
3.9270,-0.5744,1.8171
5.6730,0.5965,-1.6152
0.7321,-2.2703,-1.0762
0.1006,1.0249,-1.2816
3.1952,-1.3341,1.3913
4.5664,0.7010,-0.2216
1.8161,0.9610,0.9330
5.0202,2.6092,-0.1031
0.4593,0.9206,-1.0347
3.5546,2.7110,-0.0002
0.6597,-0.3479,-1.8306
2.4912,1.6096,1.0443
0.6712,1.1849,-0.5133
1.0459,1.1719,-0.0166
4.5700,0.4880,-0.0512
5.0297,-2.6056,0.8090
5.1675,-1.4146,0.5630
3.2072,-2.6492,0.2103
1.8629,-0.9328,-0.4742
4.9205,-0.6810,0.4046
1.3361,2.4265,0.2242
2.8954,-1.9121,0.4296
4.8358,2.3290,-0.3572
4.6835,0.4146,-0.1920
5.5894,0.1016,-1.4561
3.3713,-2.0438,0.8968
4.2626,-0.0918,1.0618
0.6252,0.6767,-1.0705
5.4398,-1.2946,-0.0128
2.3044,-1.4979,-0.1518
5.9999,1.3030,-1.2396
0.9262,-1.6484,-1.6391
5.0133,2.7191,0.0067
3.7008,1.1247,0.7114
2.5531,-1.1333,0.6307
3.1376,-0.5559,1.8715
5.2015,1.3807,-1.1046
1.2744,0.3552,-0.3523
1.4486,-1.5958,-1.3985
5.3776,2.8443,0.1191
0.9401,1.3981,-0.0056
3.3302,0.4915,1.6760
2.1767,-2.8615,-0.5431
0.2030,-1.8475,-1.0642
2.7473,-0.8142,1.2591
4.7583,-0.9373,0.9208
5.4807,-1.0452,-0.3275
0.3671,1.7672,-0.3487
1.0624,2.8721,-0.1204
1.4375,-1.8420,-1.3742
0.5572,0.2104,-1.5783
1.7703,-0.8994,-0.6178
1.3606,2.7824,-0.0626
2.0091,-2.3816,-0.8233
2.9319,0.6630,1.7071
5.2657,-2.9315,0.5238
1.8854,1.8327,0.7800
4.0148,-2.3589,1.0582
1.8232,-1.0991,-0.6834
5.1765,-0.3332,-0.4448
3.7683,0.4305,1.3066
1.1615,-0.7530,-1.4944
0.9391,2.2947,0.1776
3.6782,-1.0608,1.8968
0.0293,0.6379,-1.6571
5.5526,-0.1903,-1.2364
4.6472,0.0667,0.2030
